"Ano","Resposta","Tamanho_Amostra","Latitude","Longitude","Tabaco_Mascavel","Ja_fumou","Fuma_regularmente","Masculino","Ensino_Fund"
2003,2.6,816,43.682630005,-114.363730042,1,0,0,1,1
2015,14.3,951,47.475319779,-100.118421049,1,0,0,1,0
1999,23.2,967,35.472031356,-97.521070214,1,0,0,1,0
2014,0.2,1098,39.008830667,-75.577741168,1,0,1,0,1
2016,5.1,778,32.745510099,-89.538030825,1,1,0,0,0
2001,2.7,2080,28.932040377,-81.928960539,0,0,1,1,1
2007,1.2,1086,41.56266102,-72.649840952,0,0,1,1,1
2005,11.3,1020,34.748650124,-92.274490743,0,0,1,0,0
2004,52.4,679,43.625381239,-72.517640791,0,1,0,0,0
2003,18.2,4831,32.745510099,-89.538030825,1,0,0,1,0
2013,13.9,1214,41.641040988001,-99.365720623,0,0,0,1,0
2014,9.9,565,40.060210141,-82.404260056,0,1,0,0,1
2013,3,1037,32.745510099,-89.538030825,1,0,1,1,1
2006,0,684,33.998821303,-81.045371207,1,0,1,0,1
2012,2.9,752,44.393191174,-89.816370742,0,0,1,0,0
2004,4,865,43.625381239,-72.517640791,1,0,0,1,1
2000,5.1,737,34.748650124,-92.274490743,0,0,1,0,1
2002,1.3,720,38.3477403,-98.200781227,1,0,0,0,1
2015,2.3,1324,40.793730152,-77.860700294,1,1,0,0,1
2003,2.1,1220,39.360700171,-111.587130635,0,0,1,0,0
2003,1.5,877,44.393191174,-89.816370742,0,0,1,0,1
2005,6.9,832,35.472031356,-97.521070214,1,0,0,1,1
2015,7.2,783,32.745510099,-89.538030825,1,0,1,1,0
2005,29.6,1456,35.466220975,-79.159250463,1,1,0,1,0
2015,3.6,1066,21.304850435,-157.857749403,1,1,0,0,1
2005,54.5,1430,35.466220975,-79.159250463,0,1,0,1,0
2007,0.6,740,37.542680674,-78.457890463,1,0,1,1,1
2008,18.5,763,40.060210141,-82.404260056,0,1,0,1,1
2008,29.9,893,32.745510099,-89.538030825,0,1,0,0,1
2005,1.7,588,47.475319779,-100.118421049,0,0,1,1,1
2014,6.5,1091,46.355648736,-94.794200503,1,1,0,0,0
2000,61.9,1607,41.641040988001,-99.365720623,0,1,0,0,0
2007,8.1,675,33.998821303,-81.045371207,0,0,0,0,1
2013,31,972,47.475319779,-100.118421049,1,1,0,1,0
2000,30.4,730,44.353130053,-100.373530637,0,0,0,1,0
2002,41.7,3772,35.68094058,-85.774490914,1,1,0,1,0
2005,22,843,32.839681093,-83.627580346,0,0,0,1,0
2005,0.5,560,47.475319779,-100.118421049,1,0,1,0,1
2000,2,803,38.3477403,-98.200781227,1,0,0,0,0
2006,4.1,721,32.745510099,-89.538030825,1,0,1,1,1
2000,8.7,2295,46.355648736,-94.794200503,0,0,0,1,1
2007,2.7,753,38.665510202,-80.712640135,1,0,0,0,1
2000,37.5,664,34.748650124,-92.274490743,0,0,0,1,0
2007,7.1,987,34.748650124,-92.274490743,0,0,1,0,0
2013,7.4,1421,41.56266102,-72.649840952,0,1,0,1,1
2013,7,979,47.475319779,-100.118421049,1,0,1,1,0
2009,1.8,639,42.469400913,-93.816490556,1,1,0,0,1
2002,1.7,2132,42.827001032,-75.543970427,1,0,0,0,1
2009,38.3,770,21.304850435,-157.857749403,0,1,0,0,0
2005,17.6,975,34.86597028,-111.763811277,0,0,0,0,0
2010,17.2,832,44.393191174,-89.816370742,0,0,0,1,0
2009,0.3,1801,35.466220975,-79.159250463,0,0,1,1,1
2001,6.8,1347,32.839681093,-83.627580346,1,1,0,0,1
2012,30.3,1187,41.641040988001,-99.365720623,0,1,0,0,0
2000,3.4,884,42.469400913,-93.816490556,0,0,1,0,1
2005,3.9,705,21.304850435,-157.857749403,0,0,1,1,0
2007,1.2,611,33.998821303,-81.045371207,1,0,1,0,0
2000,1.7,1005,31.827240407,-99.426770206,0,0,1,0,1
2003,1.6,961,44.353130053,-100.373530637,1,0,1,0,0
2000,9.8,1028,41.56266102,-72.649840952,0,0,0,0,1
2014,6.6,1884,40.130570048,-74.273691288,1,0,0,1,0
2006,24.2,1399,37.645970271,-84.774971048,0,0,0,1,0
2004,1.1,896,42.469400913,-93.816490556,1,0,0,0,1
1999,0.9,4101,40.130570048,-74.273691288,1,0,1,1,1
2007,18.5,775,37.542680674,-78.457890463,0,1,0,1,1
2010,26.1,2113,37.645970271,-84.774971048,1,1,0,1,1
2013,1.4,838,33.998821303,-81.045371207,1,0,1,1,1
2000,18.1,667,39.766910452,-86.149960194,0,0,1,1,0
2000,7.9,778,38.3477403,-98.200781227,0,0,0,0,1
2011,23.2,680,31.312660644,-92.445680071,0,1,0,0,1
2002,36,708,38.3477403,-98.200781227,1,1,0,1,0
1999,13.6,641,32.839681093,-83.627580346,0,0,0,0,1
2007,0.6,1117,34.86597028,-111.763811277,1,0,1,1,1
2010,6.4,1100,40.793730152,-77.860700294,0,0,1,0,0
2015,8.6,1763,35.466220975,-79.159250463,1,1,0,1,1
2013,33.1,866,40.130570048,-74.273691288,0,1,0,1,0
2000,9.3,702,38.843840757,-106.133610921,0,0,0,1,1
2006,11.1,721,32.745510099,-89.538030825,1,0,0,1,1
2000,1.4,1433,37.638640123,-120.999999538,1,0,0,0,0
2009,21.3,964,47.475319779,-100.118421049,1,0,0,1,0
2005,6.2,715,40.485010283,-88.997710178,1,1,0,0,1
2005,0.8,1434,44.353130053,-100.373530637,1,0,1,1,1
2015,12.9,669,34.86597028,-111.763811277,0,1,0,1,1
2011,3.3,801,33.998821303,-81.045371207,1,0,0,0,1
2009,11.5,814,38.665510202,-80.712640135,0,0,1,1,0
2004,0.1,841,43.655950113,-71.50036092,1,0,1,1,1
2002,10.2,1174,32.745510099,-89.538030825,1,1,0,0,0
2012,2.2,854,44.393191174,-89.816370742,0,0,0,1,1
2008,0.8,1625,39.766910452,-86.149960194,1,0,1,1,1
2016,0.1,1169,44.353130053,-100.373530637,1,0,1,0,1
2005,27.4,837,47.475319779,-100.118421049,0,0,0,0,0
2010,8.5,962,44.393191174,-89.816370742,1,1,0,1,1
2004,10.2,715,32.840571122,-86.631860762,0,0,1,1,0
2011,7.7,548,31.312660644,-92.445680071,1,1,0,0,0
2001,11.2,1187,44.353130053,-100.373530637,0,0,0,0,1
2006,3.2,1532,37.645970271,-84.774971048,1,0,0,0,0
2016,1.5,780,39.008830667,-75.577741168,0,0,0,1,1
2013,15,800,21.304850435,-157.857749403,0,1,0,1,1
2002,28.7,1380,41.641040988001,-99.365720623,0,0,0,0,0
2000,8.2,828,40.060210141,-82.404260056,1,0,0,1,1
2000,11.3,983,34.86597028,-111.763811277,0,0,0,0,1
2004,52.1,1670,39.766910452,-86.149960194,0,1,0,0,0
2000,26.2,855,32.745510099,-89.538030825,0,0,0,0,0
2006,1.7,667,33.998821303,-81.045371207,0,0,1,0,1
2005,1.4,1166,41.56266102,-72.649840952,1,0,0,0,0
2003,24.4,1783,44.661319543001,-84.71439027,0,1,0,0,1
2004,24.6,944,42.469400913,-93.816490556,0,1,0,1,1
2000,1.2,11015,39.290580964,-76.609260111,1,0,0,0,1
2007,21.6,1306,44.353130053,-100.373530637,0,1,0,1,1
2002,0.5,751,37.645970271,-84.774971048,1,0,1,0,1
1999,11.7,927,35.472031356,-97.521070214,1,1,0,0,0
2003,30.1,1001,34.86597028,-111.763811277,0,1,0,0,1
2005,22.5,651,35.472031356,-97.521070214,0,0,0,0,0
2001,14.1,3956,40.793730152,-77.860700294,0,0,1,1,0
2015,19.5,929,38.665510202,-80.712640135,0,1,0,0,1
2005,6.6,850,21.304850435,-157.857749403,1,1,0,0,1
2013,3.1,971,47.475319779,-100.118421049,0,0,0,1,1
2011,15.9,1049,35.472031356,-97.521070214,1,1,0,0,0
2002,21.1,12716,39.290580964,-76.609260111,0,1,0,0,1
2010,1,762,40.060210141,-82.404260056,0,0,1,1,1
2002,5.4,13001,39.290580964,-76.609260111,0,0,0,1,1
2013,16.7,1035,47.475319779,-100.118421049,0,0,0,0,0
2013,15.7,1822,35.466220975,-79.159250463,0,0,0,1,0
2005,10.7,1049,34.748650124,-92.274490743,1,1,0,0,1
2007,5.3,646,38.635790776,-92.566300053,1,0,0,1,1
2010,17.8,918,32.745510099,-89.538030825,0,0,0,0,0
2004,4.9,919,39.766910452,-86.149960194,1,1,0,0,1
2015,15,675,32.745510099,-89.538030825,0,1,0,0,1
2002,13.2,651,44.393191174,-89.816370742,1,1,0,1,1
2004,21.4,695,43.625381239,-72.517640791,0,0,0,1,0
2013,24.3,1162,41.56266102,-72.649840952,0,1,0,0,0
2000,7.2,657,38.890371385,-77.031961127,1,1,0,0,0
2013,10.8,828,40.485010283,-88.997710178,1,1,0,0,0
2015,32.7,1124,40.485010283,-88.997710178,0,1,0,1,0
2011,17.2,751,33.998821303,-81.045371207,1,1,0,1,1
2007,8.5,1327,44.661319543001,-84.71439027,1,1,0,0,0
2007,4.1,770,37.542680674,-78.457890463,1,1,0,0,1
2004,0.2,1737,39.766910452,-86.149960194,1,0,1,0,0
2000,27.8,816,32.840571122,-86.631860762,0,0,0,0,0
1999,0.5,211,34.748650124,-92.274490743,1,0,1,0,1
2002,0.2,953,42.27687047,-72.082690675,1,0,1,0,1
2008,22.7,945,44.393191174,-89.816370742,0,0,0,1,0
2011,8.5,2052,44.661319543001,-84.71439027,1,1,0,0,0
1999,19.9,688,35.68094058,-85.774490914,0,0,1,0,0
2004,10.2,710,43.625381239,-72.517640791,1,0,0,1,0
2015,23.7,615,32.745510099,-89.538030825,0,1,0,1,1
2009,1,517,38.3477403,-98.200781227,1,0,0,0,1
2005,0.9,715,39.360700171,-111.587130635,1,0,1,1,1
2009,11.5,780,31.312660644,-92.445680071,1,0,0,1,1
2013,26.6,833,40.485010283,-88.997710178,1,1,0,1,0
2001,0.7,1188,44.353130053,-100.373530637,1,0,1,0,1
2013,8.3,1938,35.466220975,-79.159250463,1,1,0,1,1
2005,2,618,33.998821303,-81.045371207,1,0,1,1,1
2010,35.4,621,32.840571122,-86.631860762,1,1,0,1,0
2003,13.4,882,47.475319779,-100.118421049,1,1,0,0,0
2008,50.4,677,31.312660644,-92.445680071,0,1,0,0,0
2006,3.5,1993,40.130570048,-74.273691288,0,0,0,1,1
2010,1.7,583,32.840571122,-86.631860762,0,0,1,0,1
2004,0.8,1196,39.008830667,-75.577741168,1,0,1,1,1
2000,67.1,1865,39.008830667,-75.577741168,0,1,0,0,0
2011,8.8,556,31.312660644,-92.445680071,0,0,1,0,0
2011,34.8,991,47.475319779,-100.118421049,1,1,0,1,0
2011,12.6,679,33.998821303,-81.045371207,1,1,0,0,0
2000,23.1,1038,41.56266102,-72.649840952,1,1,0,1,0
2005,0.4,884,35.472031356,-97.521070214,1,0,1,0,1
2011,7,966,38.665510202,-80.712640135,1,1,0,0,1
2000,2.6,820,38.665510202,-80.712640135,1,0,0,0,0
2010,24,1189,34.748650124,-92.274490743,0,1,0,0,1
2007,16.3,769,37.542680674,-78.457890463,0,1,0,0,1
1999,14.5,962,44.353130053,-100.373530637,0,0,0,1,1
2009,19.7,1142,34.86597028,-111.763811277,0,1,0,1,1
2001,6.5,4025,40.793730152,-77.860700294,1,1,0,0,1
2014,2,1081,40.130570048,-74.273691288,1,1,0,0,1
2010,17.9,883,44.393191174,-89.816370742,0,0,0,0,0
2006,9.8,1153,41.641040988001,-99.365720623,1,1,0,0,1
2014,2,1891,40.130570048,-74.273691288,0,0,1,0,0
2002,6.3,735,38.3477403,-98.200781227,1,0,1,1,0
2009,27.9,785,32.745510099,-89.538030825,0,1,0,1,1
2008,1.3,800,44.393191174,-89.816370742,0,0,1,1,1
2014,0.5,1097,46.355648736,-94.794200503,1,0,1,0,0
2002,29.5,753,40.485010283,-88.997710178,0,1,0,1,1
2005,16,835,47.475319779,-100.118421049,1,1,0,0,0
2011,2.1,618,21.304850435,-157.857749403,1,0,0,1,0
2003,5.4,1450,39.360700171,-111.587130635,1,1,0,0,1
2002,30,4765,38.665510202,-80.712640135,1,1,0,1,1
2013,19,934,32.745510099,-89.538030825,0,1,0,1,1
2005,8.6,879,32.839681093,-83.627580346,1,1,0,0,0
2016,38.3,1119,32.840571122,-86.631860762,0,1,0,1,0
2009,4.1,1149,41.56266102,-72.649840952,1,1,0,0,0
2008,0.3,629,42.469400913,-93.816490556,1,0,1,0,0
2004,13.8,695,43.625381239,-72.517640791,0,0,1,1,0
2010,8.2,2038,37.645970271,-84.774971048,0,0,0,0,1
2016,3.5,921,32.745510099,-89.538030825,0,0,0,1,1
2011,1,1688,35.472031356,-97.521070214,1,0,1,1,1
2015,3.3,1176,41.641040988001,-99.365720623,0,0,1,0,0
2001,1.9,4228,40.793730152,-77.860700294,1,0,1,1,1
2006,6.8,1843,40.130570048,-74.273691288,1,1,0,1,1
2008,19,1858,39.766910452,-86.149960194,0,0,0,1,0
2003,0.7,914,44.393191174,-89.816370742,1,0,1,1,1
2011,20.9,924,32.839681093,-83.627580346,0,0,0,1,0
2010,6.5,1176,40.793730152,-77.860700294,1,0,1,1,0
2008,17.5,1739,39.766910452,-86.149960194,0,0,0,0,0
2014,25.3,717,32.840571122,-86.631860762,0,1,0,0,1
2004,18.1,1523,35.466220975,-79.159250463,1,1,0,1,1
2007,1.9,1063,47.475319779,-100.118421049,0,0,1,0,1
2011,3.3,2007,34.86597028,-111.763811277,1,0,0,1,1
2008,38.6,1522,40.130570048,-74.273691288,0,1,0,0,0
2009,12.9,510,33.998821303,-81.045371207,0,0,1,1,0
2003,2.2,1295,39.360700171,-111.587130635,1,0,1,1,0
2004,12.3,750,43.655950113,-71.50036092,0,1,0,0,1
2012,2.2,704,32.840571122,-86.631860762,1,0,0,0,0
2008,5.3,1227,40.793730152,-77.860700294,1,0,1,1,0
2009,2.3,1158,34.86597028,-111.763811277,1,0,0,1,1
2001,5.9,920,43.682630005,-114.363730042,1,1,0,0,1
2013,1.6,880,32.839681093,-83.627580346,1,0,0,0,0
2009,3.2,753,31.312660644,-92.445680071,0,0,1,1,1
2014,39.6,613,32.840571122,-86.631860762,0,1,0,0,0
2000,3.3,841,43.235541343,-108.109830353,1,0,1,1,1
2000,14.1,1164,31.827240407,-99.426770206,1,0,0,1,0
1999,2.4,937,35.472031356,-97.521070214,1,0,0,0,0
2011,55.9,911,35.472031356,-97.521070214,0,1,0,0,0
2009,0.4,1187,41.56266102,-72.649840952,0,0,1,0,1
2012,14.6,758,44.393191174,-89.816370742,0,0,0,1,0
1999,3.6,986,32.745510099,-89.538030825,0,0,1,0,1
2012,0.3,799,32.745510099,-89.538030825,0,0,1,1,1
1999,33.8,4088,40.130570048,-74.273691288,0,1,0,0,1
2002,28.7,3814,35.68094058,-85.774490914,0,0,0,1,0
2004,7.7,1495,35.466220975,-79.159250463,1,1,0,0,1
2013,0.3,816,34.86597028,-111.763811277,1,0,1,0,1
2002,23.3,12483,39.290580964,-76.609260111,0,1,0,1,1
2015,0.8,940,47.475319779,-100.118421049,1,0,1,1,1
2009,5,704,43.655950113,-71.50036092,1,0,1,1,0
2015,6.6,1884,40.130570048,-74.273691288,1,0,0,1,0
2007,8.2,994,41.56266102,-72.649840952,1,0,0,1,0
2002,0.4,2797,35.466220975,-79.159250463,1,0,1,0,1
2008,3.5,1163,46.355648736,-94.794200503,0,0,0,0,1
2015,0.1,1152,40.485010283,-88.997710178,1,0,1,1,1
2015,0.2,1340,40.793730152,-77.860700294,1,0,1,0,1
2006,1,794,42.469400913,-93.816490556,0,0,1,1,1
2006,2.3,1471,41.641040988001,-99.365720623,1,0,0,0,0
2010,21.7,769,32.745510099,-89.538030825,0,1,0,0,1
2005,28.4,816,32.839681093,-83.627580346,1,1,0,1,0
2007,37.5,800,43.655950113,-71.50036092,0,1,0,0,0
2005,10.4,645,40.485010283,-88.997710178,0,0,1,0,0
2012,38.8,1189,41.641040988001,-99.365720623,0,1,0,1,0
2008,10.7,535,32.840571122,-86.631860762,1,1,0,0,1
2009,1,1616,44.353130053,-100.373530637,0,0,1,0,1
2011,0.9,775,33.998821303,-81.045371207,0,0,1,0,1
2005,36.9,711,35.472031356,-97.521070214,1,1,0,1,0
2008,4.4,1184,40.793730152,-77.860700294,0,0,0,1,1
2012,39.8,1121,39.008830667,-75.577741168,0,1,0,0,0
2000,12,1020,41.56266102,-72.649840952,0,0,1,1,0
2006,0.9,1993,40.130570048,-74.273691288,0,0,1,1,1
2007,9.2,820,34.86597028,-111.763811277,1,0,0,1,0
2011,8.6,1992,44.661319543001,-84.71439027,0,0,1,1,0
2015,3.4,1192,40.485010283,-88.997710178,1,0,1,1,0
2000,24.9,1447,37.638640123,-120.999999538,0,1,0,0,1
2009,1,1815,35.466220975,-79.159250463,1,0,1,1,1
2011,19.1,676,43.655950113,-71.50036092,0,0,0,1,0
2009,16.9,487,31.312660644,-92.445680071,0,0,0,1,0
2001,32.9,862,44.661319543001,-84.71439027,0,1,0,0,1
2009,0.7,632,42.469400913,-93.816490556,1,0,0,0,1
2011,4,2013,44.661319543001,-84.71439027,1,0,1,1,0
2002,3.4,755,38.3477403,-98.200781227,1,0,0,1,1
2000,33,612,40.060210141,-82.404260056,0,0,0,0,0
2005,19.4,614,33.998821303,-81.045371207,1,1,0,1,1
2005,3,654,40.485010283,-88.997710178,1,0,0,0,0
2000,16.9,938,32.745510099,-89.538030825,0,0,0,0,1
2001,6,1119,31.312660644,-92.445680071,0,0,1,1,1
2000,5.7,642,40.060210141,-82.404260056,1,0,1,1,0
2008,15.1,1090,46.355648736,-94.794200503,0,1,0,1,1
2003,9.1,5432,32.745510099,-89.538030825,0,0,1,0,0
2015,3.4,940,47.475319779,-100.118421049,1,0,0,1,1
2008,8.9,685,32.840571122,-86.631860762,1,0,1,1,0
2013,6.8,661,21.304850435,-157.857749403,0,0,0,1,0
2004,17.3,1612,35.466220975,-79.159250463,1,0,0,1,0
2007,14.3,1995,39.360700171,-111.587130635,1,1,0,1,0
2000,4.2,609,44.393191174,-89.816370742,1,0,1,1,0
2014,0.5,1094,39.008830667,-75.577741168,0,0,1,0,1
2009,0.4,1909,35.466220975,-79.159250463,0,0,1,0,1
2011,0.4,1112,41.56266102,-72.649840952,0,0,1,0,1
2004,41.4,649,32.840571122,-86.631860762,0,1,0,1,1
2002,7.8,794,42.27687047,-72.082690675,1,1,0,0,0
2009,7.4,630,42.469400913,-93.816490556,1,1,0,0,0
2004,46.6,671,43.655950113,-71.50036092,0,1,0,1,0
1999,13.3,3363,40.130570048,-74.273691288,0,0,1,0,0
2005,10.8,843,32.839681093,-83.627580346,0,0,1,1,0
2002,0.3,4311,35.68094058,-85.774490914,1,0,1,0,1
2000,1.4,719,39.766910452,-86.149960194,1,0,0,0,0
2015,11.7,718,33.998821303,-81.045371207,1,0,0,1,0
2004,11.8,1642,39.766910452,-86.149960194,1,0,0,1,0
2015,6.8,672,32.839681093,-83.627580346,1,0,1,1,0
2004,0,730,43.655950113,-71.50036092,1,0,1,0,0
2003,15.3,819,43.682630005,-114.363730042,1,1,0,1,1
2011,0.1,831,21.304850435,-157.857749403,0,0,1,0,1
2007,2.5,666,38.635790776,-92.566300053,0,0,1,0,1
2006,5.8,1646,39.766910452,-86.149960194,1,0,1,1,0
2000,73,660,34.748650124,-92.274490743,0,1,0,1,0
2000,31.7,842,38.665510202,-80.712640135,1,1,0,1,1
2002,5,2510,35.466220975,-79.159250463,1,0,1,1,0
2009,4.8,945,47.475319779,-100.118421049,0,0,0,1,1
2003,0.6,1222,44.353130053,-100.373530637,1,0,1,1,1
2000,7.7,721,44.393191174,-89.816370742,1,1,0,0,1
2001,3.3,3950,40.793730152,-77.860700294,0,0,1,0,1
2000,70.4,615,40.060210141,-82.404260056,0,1,0,1,0
1999,9.9,4199,40.130570048,-74.273691288,0,0,0,1,1
2004,9.3,4523,35.68094058,-85.774490914,1,0,0,1,1
2001,2.4,871,44.661319543001,-84.71439027,0,0,1,0,1
2002,2.1,685,32.840571122,-86.631860762,1,0,0,0,0
2004,31.2,670,40.060210141,-82.404260056,0,1,0,1,1
2005,21.8,1330,44.353130053,-100.373530637,0,1,0,0,1
2005,6,920,34.86597028,-111.763811277,0,0,1,1,0
2013,48.9,806,33.998821303,-81.045371207,0,1,0,0,0
2000,15.4,627,45.254228894001,-68.985031336,0,0,0,1,1
2006,40.3,2111,40.130570048,-74.273691288,0,1,0,0,0
2002,55.7,781,42.27687047,-72.082690675,0,1,0,1,0
2009,3.4,1020,37.542680674,-78.457890463,0,0,0,0,1
2016,1.8,1257,32.840571122,-86.631860762,1,0,0,0,0
2005,0.3,905,32.839681093,-83.627580346,1,0,1,0,0
2006,24.9,1511,37.645970271,-84.774971048,0,0,0,0,0
2000,13.7,724,38.843840757,-106.133610921,1,1,0,1,1
2015,6.8,901,40.130570048,-74.273691288,0,1,0,1,1
2000,27.1,9979,39.290580964,-76.609260111,0,1,0,1,1
2015,15,903,47.475319779,-100.118421049,0,1,0,0,1
2004,2,866,34.520880952,-106.240580985,1,0,0,0,1
2015,11.1,1034,40.793730152,-77.860700294,0,0,0,1,0
2009,2,804,32.745510099,-89.538030825,0,0,1,1,1
2005,0.5,1166,41.56266102,-72.649840952,1,0,1,0,0
2003,1.3,1306,39.360700171,-111.587130635,1,0,0,1,1
2013,13.3,836,40.485010283,-88.997710178,1,0,0,1,0
2002,2,1285,41.641040988001,-99.365720623,0,0,1,1,1
2009,0.3,633,42.469400913,-93.816490556,0,0,1,0,1
2000,11.3,869,42.469400913,-93.816490556,0,0,0,1,1
2002,0.4,657,44.393191174,-89.816370742,1,0,1,1,1
2005,8.5,919,32.839681093,-83.627580346,1,1,0,0,1
2009,10.5,667,21.304850435,-157.857749403,0,0,0,1,0
1999,5.4,3271,40.130570048,-74.273691288,1,0,0,0,0
2008,0.7,632,42.469400913,-93.816490556,1,0,0,0,1
2002,20.7,3835,35.68094058,-85.774490914,1,0,0,1,0
2002,1.7,1222,39.008830667,-75.577741168,1,0,1,1,0
2004,28.5,4409,35.68094058,-85.774490914,0,1,0,0,1
2002,25.4,2215,42.827001032,-75.543970427,0,1,0,0,1
2015,2.1,846,38.635790776,-92.566300053,0,0,0,0,1
2000,25.4,10194,39.290580964,-76.609260111,0,1,0,0,1
2002,32.8,738,40.060210141,-82.404260056,0,1,0,0,1
2016,16.4,852,32.745510099,-89.538030825,0,1,0,1,1
2003,2.8,1668,44.661319543001,-84.71439027,1,0,1,1,0
1999,5.7,4101,40.130570048,-74.273691288,1,0,0,1,1
2000,44.2,2231,39.008830667,-75.577741168,0,1,0,1,1
2011,1.4,720,43.655950113,-71.50036092,1,0,0,0,0
2012,4.3,1205,39.008830667,-75.577741168,0,0,0,1,1
2000,3.5,706,44.393191174,-89.816370742,0,0,1,0,1
2003,31.7,760,43.682630005,-114.363730042,0,1,0,1,1
2000,23.4,613,21.304850435,-157.857749403,0,0,0,1,0
2012,5,867,32.745510099,-89.538030825,1,0,0,0,1
2014,0.9,1286,40.793730152,-77.860700294,0,0,0,1,1
2001,0,714,43.655950113,-71.50036092,1,0,1,0,0
1999,0.8,728,38.635790776,-92.566300053,1,0,0,0,1
2010,4,764,40.060210141,-82.404260056,0,0,0,0,1
2001,0.4,6157,45.254228894001,-68.985031336,1,0,1,0,1
2016,7.2,1192,32.840571122,-86.631860762,1,0,1,1,0
2003,2.1,4860,37.638640123,-120.999999538,1,0,0,1,1
2006,12.4,1439,41.641040988001,-99.365720623,1,1,0,0,0
2001,31.1,889,43.682630005,-114.363730042,0,1,0,0,1
2009,0.7,1153,41.56266102,-72.649840952,0,0,1,1,1
2007,0.2,681,38.635790776,-92.566300053,1,0,1,0,1
2011,8.4,821,38.635790776,-92.566300053,1,0,1,1,0
2013,9.4,849,38.665510202,-80.712640135,0,0,1,1,0
2004,9.7,1256,39.008830667,-75.577741168,0,0,0,0,1
2012,6.1,888,40.130570048,-74.273691288,1,0,0,1,0
2005,8.2,1399,44.353130053,-100.373530637,0,0,0,1,1
2000,7,731,43.625381239,-72.517640791,1,1,0,0,1
2003,1.1,1192,41.708280193,-71.522470314,1,0,0,0,1
2004,20.3,865,42.469400913,-93.816490556,0,0,0,0,0
2008,6.9,1043,39.008830667,-75.577741168,0,0,0,1,1
2003,7.1,1145,41.708280193,-71.522470314,0,0,0,1,1
2013,5,1822,35.466220975,-79.159250463,0,0,1,1,0
2007,10.8,962,34.748650124,-92.274490743,0,0,1,1,0
2011,29.1,609,21.304850435,-157.857749403,0,1,0,1,0
2011,8,614,21.304850435,-157.857749403,0,0,0,1,0
2014,2.3,937,46.355648736,-94.794200503,0,0,0,0,1
2002,65.7,3737,35.68094058,-85.774490914,0,1,0,1,0
2000,0.3,1066,41.56266102,-72.649840952,1,0,1,0,0
2004,5.3,846,43.655950113,-71.50036092,1,1,0,1,1
1999,19.6,202,34.748650124,-92.274490743,1,0,0,1,1
2000,0.5,16935,39.290580964,-76.609260111,1,0,1,0,0
2007,8.6,1261,44.661319543001,-84.71439027,0,0,1,1,0
1999,1.6,663,32.839681093,-83.627580346,1,0,0,0,1
2010,17.4,733,40.060210141,-82.404260056,0,1,0,0,1
2004,8.4,844,44.393191174,-89.816370742,0,0,0,1,1
2014,31.1,1018,39.008830667,-75.577741168,0,1,0,0,0
2008,57.9,1351,37.645970271,-84.774971048,0,1,0,1,0
2013,1.9,833,40.485010283,-88.997710178,1,0,0,0,0
2003,0.9,6880,37.638640123,-120.999999538,1,0,1,1,0
2008,3.2,1128,46.355648736,-94.794200503,0,0,0,1,1
2007,4.7,802,37.542680674,-78.457890463,0,0,0,1,1
2005,21.7,629,33.998821303,-81.045371207,0,0,0,0,0
2004,9.7,1100,39.008830667,-75.577741168,0,0,1,0,0
2005,0.3,1059,34.748650124,-92.274490743,1,0,1,0,1
2000,3.3,975,31.827240407,-99.426770206,0,0,1,1,1
2000,0.7,834,32.840571122,-86.631860762,1,0,0,0,0
2000,70.4,4589,35.68094058,-85.774490914,0,1,0,1,0
2013,3,819,34.86597028,-111.763811277,0,0,0,0,1
2003,0.6,1202,44.353130053,-100.373530637,1,0,0,0,1
2009,50.2,483,31.312660644,-92.445680071,0,1,0,1,0
2014,9.4,947,40.793730152,-77.860700294,0,0,0,0,0
2014,0.6,1147,39.008830667,-75.577741168,1,0,1,1,1
2014,4.6,1185,41.641040988001,-99.365720623,1,1,0,0,0
2004,0,774,43.655950113,-71.50036092,1,0,1,0,1
1999,4.7,763,38.635790776,-92.566300053,0,0,1,1,1
2003,6.4,917,44.393191174,-89.816370742,0,0,0,1,1
2002,3.2,775,40.060210141,-82.404260056,0,0,1,1,1
2005,0.3,1035,34.748650124,-92.274490743,1,0,1,0,0
2010,0.7,682,40.485010283,-88.997710178,0,0,1,1,1
2009,27.4,916,32.839681093,-83.627580346,1,1,0,1,0
2006,2.8,794,42.469400913,-93.816490556,0,0,0,1,1
2004,0.5,1325,32.745510099,-89.538030825,1,0,1,0,0
2015,2.8,1062,21.304850435,-157.857749403,0,0,0,0,1
2007,29.7,725,38.665510202,-80.712640135,1,1,0,1,1
2009,23.8,776,32.745510099,-89.538030825,0,1,0,0,1
2009,18.2,750,38.635790776,-92.566300053,1,0,0,1,0
2008,0.8,1131,46.355648736,-94.794200503,1,0,1,1,1
2011,17.4,1000,35.472031356,-97.521070214,0,0,0,0,0
2014,0.7,1340,40.793730152,-77.860700294,1,0,0,0,1
2003,8.3,812,34.86597028,-111.763811277,1,1,0,0,0
2000,62.6,689,39.766910452,-86.149960194,0,1,0,0,0
2001,0.4,1909,40.130570048,-74.273691288,1,0,1,0,0
2010,0.4,773,32.745510099,-89.538030825,0,0,1,0,1
2006,7.1,821,40.793730152,-77.860700294,0,0,1,1,0
2006,53.7,1622,39.766910452,-86.149960194,0,1,0,1,0
2000,7.3,10703,39.290580964,-76.609260111,0,0,0,0,1
