"Ano","Resposta","Tamanho_Amostra","Latitude","Longitude","Tabaco_Mascavel","Ja_fumou","Fuma_regularmente","Masculino","Ensino_Fund"
2010,20.7,1180,40.130570048,-74.273691288,1,1,0,1,0
1999,59.4,208,34.748650124,-92.274490743,0,1,0,0,1
2003,1.6,5969,32.745510099,-89.538030825,0,0,1,0,1
2000,13.4,841,43.235541343,-108.109830353,1,0,0,1,1
2016,0.9,556,44.393191174,-89.816370742,1,0,0,0,0
2000,0.7,1038,41.56266102,-72.649840952,1,0,1,1,0
2004,3,701,32.840571122,-86.631860762,0,0,1,0,1
2004,0.1,896,42.469400913,-93.816490556,1,0,1,0,1
2011,8.6,1634,35.472031356,-97.521070214,1,1,0,0,1
2012,44.1,702,32.840571122,-86.631860762,0,1,0,0,0
2014,13.5,680,32.745510099,-89.538030825,1,1,0,1,1
2010,0.6,916,44.393191174,-89.816370742,0,0,1,0,1
2011,0.9,1023,41.56266102,-72.649840952,0,0,1,1,1
2013,6.7,967,40.485010283,-88.997710178,1,1,0,1,1
2002,35,4166,35.68094058,-85.774490914,0,1,0,0,1
2005,24.7,810,38.635790776,-92.566300053,0,1,0,0,1
1999,70,3087,35.466220975,-79.159250463,0,1,0,1,0
2001,1.5,2144,28.932040377,-81.928960539,0,0,1,0,1
1999,0.9,1722,41.641040988001,-99.365720623,1,0,1,1,1
2015,1.6,1333,40.793730152,-77.860700294,0,0,0,0,1
2006,25.5,1733,39.766910452,-86.149960194,0,1,0,0,1
2005,39.8,558,38.665510202,-80.712640135,1,1,0,1,0
2005,5.8,990,41.56266102,-72.649840952,0,0,0,0,1
2009,11.9,767,21.304850435,-157.857749403,0,0,0,0,0
2009,0.4,674,38.3477403,-98.200781227,1,0,1,0,0
2009,0.1,558,33.998821303,-81.045371207,1,0,1,0,0
2002,0.4,770,38.3477403,-98.200781227,1,0,1,0,0
2007,0.5,813,43.655950113,-71.50036092,1,0,1,0,0
2000,18.1,705,42.469400913,-93.816490556,1,0,0,1,0
2004,0.1,1270,39.008830667,-75.577741168,1,0,1,0,1
2014,2.3,1109,39.008830667,-75.577741168,1,1,0,0,1
2016,3.1,608,44.393191174,-89.816370742,0,0,1,1,0
2005,0.8,1574,35.466220975,-79.159250463,0,0,1,0,1
2000,14.7,806,40.060210141,-82.404260056,0,0,0,1,1
2002,4.1,5043,40.793730152,-77.860700294,1,0,1,1,0
2015,3.9,953,38.665510202,-80.712640135,0,0,0,0,1
2006,15.9,1922,40.130570048,-74.273691288,0,0,0,1,0
2007,15.2,958,41.56266102,-72.649840952,0,0,0,0,0
2015,2.3,944,21.304850435,-157.857749403,1,0,0,0,0
2002,0.4,1439,41.56266102,-72.649840952,1,0,1,1,0
2006,9.3,758,32.840571122,-86.631860762,0,0,1,0,0
2003,25.1,957,44.353130053,-100.373530637,0,0,0,0,0
2016,17.6,1293,32.840571122,-86.631860762,0,1,0,1,1
2006,18.2,1370,41.641040988001,-99.365720623,0,0,0,1,0
2002,63.1,527,40.060210141,-82.404260056,0,1,0,1,0
2009,23.3,1731,35.466220975,-79.159250463,0,1,0,1,1
2003,35.3,4779,32.745510099,-89.538030825,1,1,0,1,0
2000,1.2,828,40.060210141,-82.404260056,1,0,1,1,1
2009,1.3,816,38.635790776,-92.566300053,0,0,1,1,1
2002,14.8,735,37.645970271,-84.774971048,0,0,0,0,1
2003,6.8,1206,44.353130053,-100.373530637,0,0,0,1,1
1999,8.3,1651,41.641040988001,-99.365720623,1,1,0,0,1
2002,36.3,1031,32.745510099,-89.538030825,1,1,0,1,0
2007,5.7,2106,39.360700171,-111.587130635,0,0,0,0,0
2007,18.6,1717,35.472031356,-97.521070214,1,1,0,1,1
2002,10.9,4274,35.68094058,-85.774490914,0,0,0,0,1
2004,15,859,44.393191174,-89.816370742,1,1,0,1,1
2011,3.5,777,21.304850435,-157.857749403,0,0,0,1,1
2000,12.3,884,42.469400913,-93.816490556,0,0,0,0,1
2001,2.9,2395,40.130570048,-74.273691288,1,0,0,0,1
2015,2.4,1674,35.466220975,-79.159250463,1,0,0,1,1
2002,2.8,1358,32.745510099,-89.538030825,0,0,1,0,1
2000,0.9,671,44.393191174,-89.816370742,1,0,0,0,0
2015,0,1745,35.466220975,-79.159250463,0,0,1,1,1
2000,1.1,819,35.472031356,-97.521070214,1,0,1,0,1
2002,9.3,827,42.469400913,-93.816490556,1,1,0,0,0
2010,48.7,899,32.745510099,-89.538030825,0,1,0,0,0
2000,0.2,844,21.304850435,-157.857749403,1,0,1,0,0
2010,0.8,920,44.393191174,-89.816370742,1,0,0,0,1
2000,2.3,1009,31.827240407,-99.426770206,1,0,1,1,1
2013,4.6,1040,32.839681093,-83.627580346,1,1,0,0,1
2006,11.5,1113,42.469400913,-93.816490556,0,0,1,0,0
1999,48.2,716,35.68094058,-85.774490914,1,1,0,1,0
2002,70.2,770,37.645970271,-84.774971048,0,1,0,0,0
2006,16.9,737,32.745510099,-89.538030825,0,0,0,0,0
2003,3.6,818,47.475319779,-100.118421049,0,0,1,0,1
2009,0.3,516,38.3477403,-98.200781227,0,0,1,0,1
2013,0.2,1027,32.839681093,-83.627580346,0,0,1,0,1
2014,1.1,1006,46.355648736,-94.794200503,0,0,0,1,1
2004,12.2,1613,39.766910452,-86.149960194,0,0,1,1,0
2007,0.1,1068,47.475319779,-100.118421049,1,0,1,0,1
2012,0.8,877,44.393191174,-89.816370742,1,0,0,0,1
2002,4.2,801,42.469400913,-93.816490556,1,0,0,1,1
2006,4.6,551,40.485010283,-88.997710178,1,1,0,0,0
2010,45,579,40.485010283,-88.997710178,0,1,0,1,0
2008,1.9,1043,39.008830667,-75.577741168,0,0,1,1,1
2010,0.3,592,32.840571122,-86.631860762,1,0,1,0,1
2002,9.5,669,32.840571122,-86.631860762,0,0,1,0,0
2008,12.9,1955,37.645970271,-84.774971048,1,0,0,1,1
2014,21.6,1128,46.355648736,-94.794200503,1,1,0,1,0
2004,19.3,683,43.655950113,-71.50036092,0,0,0,1,0
2000,10.3,637,37.645970271,-84.774971048,1,1,0,0,1
2007,20.4,658,38.635790776,-92.566300053,0,0,0,0,0
2008,6.3,619,42.469400913,-93.816490556,1,0,1,1,0
2003,1.7,889,47.475319779,-100.118421049,1,0,0,0,0
2006,6,846,42.469400913,-93.816490556,1,1,0,0,1
2002,5.1,13152,39.290580964,-76.609260111,0,0,0,0,1
2015,3.1,957,40.793730152,-77.860700294,1,0,0,0,0
2002,8.6,1335,39.008830667,-75.577741168,1,1,0,1,1
2000,12.3,649,38.890371385,-77.031961127,0,0,0,0,0
2008,3.2,909,39.008830667,-75.577741168,1,0,1,1,0
2002,8.2,771,40.485010283,-88.997710178,1,1,0,1,1
2005,64.5,640,38.665510202,-80.712640135,0,1,0,0,0
2014,25.5,776,32.745510099,-89.538030825,1,1,0,1,0
2006,2.5,793,32.840571122,-86.631860762,1,0,0,0,1
2015,2,524,31.312660644,-92.445680071,1,0,1,1,1
2003,2,5205,21.304850435,-157.857749403,1,0,0,1,1
2015,2.3,1745,35.466220975,-79.159250463,0,0,0,1,1
2012,1,867,32.745510099,-89.538030825,0,0,1,0,1
2009,7.7,645,33.998821303,-81.045371207,0,0,0,0,1
2005,15.8,1006,41.56266102,-72.649840952,0,0,0,1,0
2004,2.5,1737,39.766910452,-86.149960194,1,0,0,0,0
2000,11.9,682,44.393191174,-89.816370742,0,0,0,1,1
2009,22.2,794,32.745510099,-89.538030825,0,0,0,1,0
2000,5.2,1164,31.827240407,-99.426770206,1,0,1,1,0
2005,47.2,1140,41.56266102,-72.649840952,0,1,0,0,0
2002,53.5,1709,42.827001032,-75.543970427,0,1,0,1,0
2000,26,1062,41.56266102,-72.649840952,0,0,0,0,0
2007,30.2,580,38.665510202,-80.712640135,0,0,0,1,0
2003,9.1,661,38.635790776,-92.566300053,1,0,0,1,0
2003,52.7,787,34.86597028,-111.763811277,0,1,0,0,0
2000,21.1,15266,39.290580964,-76.609260111,1,1,0,1,0
2011,3.8,2187,35.466220975,-79.159250463,1,0,1,1,0
2002,32.5,2185,43.625381239,-72.517640791,0,1,0,1,1
1999,29.7,3174,35.466220975,-79.159250463,0,0,0,0,0
2001,8.3,2216,40.130570048,-74.273691288,1,1,0,1,1
2006,21.1,851,44.393191174,-89.816370742,0,0,0,1,0
2015,2.4,1145,41.641040988001,-99.365720623,1,0,1,1,0
2006,5,1076,41.641040988001,-99.365720623,1,0,0,1,1
2016,6.9,792,32.745510099,-89.538030825,1,0,1,1,0
2005,56.6,845,32.839681093,-83.627580346,0,1,0,1,0
2005,1.3,1105,41.708280193,-71.522470314,1,0,0,0,0
2015,1.7,1169,41.56266102,-72.649840952,1,0,1,1,0
2006,3.4,776,32.840571122,-86.631860762,0,0,1,0,1
2015,3.1,671,34.86597028,-111.763811277,0,0,0,0,1
2009,1.8,1016,47.475319779,-100.118421049,0,0,1,0,1
2016,25.7,595,44.393191174,-89.816370742,0,1,0,1,0
2006,1.1,579,40.485010283,-88.997710178,0,0,1,1,1
2001,10.9,1883,40.130570048,-74.273691288,1,0,0,1,0
2015,30.9,1008,40.793730152,-77.860700294,0,1,0,1,0
2006,10.8,1116,42.469400913,-93.816490556,1,1,0,0,0
2002,50.6,18953,39.290580964,-76.609260111,0,1,0,0,0
2001,1.8,738,41.708280193,-71.522470314,1,0,1,1,0
2008,11.8,1384,37.645970271,-84.774971048,1,0,1,1,0
2001,4.9,725,43.655950113,-71.50036092,0,0,0,0,1
2010,32.9,1248,40.130570048,-74.273691288,0,1,0,1,0
2000,41.2,797,40.060210141,-82.404260056,0,1,0,1,1
2008,1.6,782,31.312660644,-92.445680071,1,0,0,0,1
2009,1.4,645,33.998821303,-81.045371207,0,0,1,0,1
2009,1.4,436,38.3477403,-98.200781227,0,0,1,1,1
2010,4.4,773,32.745510099,-89.538030825,0,0,0,0,1
2008,6.2,630,42.469400913,-93.816490556,0,0,1,0,0
2004,11.4,681,32.840571122,-86.631860762,1,0,0,1,1
2010,1.4,773,40.060210141,-82.404260056,1,0,1,1,1
2005,9.1,552,47.475319779,-100.118421049,1,1,0,0,1
2005,1.3,1588,35.466220975,-79.159250463,0,0,1,1,1
2000,11.2,508,38.890371385,-77.031961127,1,1,0,1,1
2009,24.5,626,33.998821303,-81.045371207,0,1,0,0,1
2010,4.3,685,40.485010283,-88.997710178,1,0,0,1,1
2000,0.4,693,43.655950113,-71.50036092,1,0,0,0,1
2011,2.5,693,38.635790776,-92.566300053,1,0,0,0,0
2004,1.2,887,42.469400913,-93.816490556,1,0,0,0,0
2002,68.2,715,37.645970271,-84.774971048,0,1,0,1,0
2005,2.1,1038,34.748650124,-92.274490743,0,0,1,0,1
2012,11.7,745,32.840571122,-86.631860762,1,0,1,1,0
2015,1.8,727,33.998821303,-81.045371207,1,0,0,0,0
2016,0.4,785,44.393191174,-89.816370742,1,0,0,0,1
2007,0.5,1313,44.353130053,-100.373530637,1,0,1,0,1
2015,33.8,928,47.475319779,-100.118421049,0,1,0,1,0
2016,1.8,924,32.745510099,-89.538030825,1,0,1,1,1
2016,3.3,1160,39.008830667,-75.577741168,0,0,1,1,0
2016,2.4,609,44.393191174,-89.816370742,1,0,1,1,0
2001,1.9,877,44.661319543001,-84.71439027,1,0,0,0,1
2001,63.4,3913,40.793730152,-77.860700294,0,1,0,1,0
2009,0.4,1024,47.475319779,-100.118421049,1,0,1,0,1
2001,2,813,41.708280193,-71.522470314,0,0,1,1,1
2008,1.8,1500,40.130570048,-74.273691288,1,0,0,0,0
1999,0.5,963,44.353130053,-100.373530637,1,0,1,0,1
2007,1.1,1289,44.353130053,-100.373530637,0,0,1,0,1
2014,25.7,1846,40.130570048,-74.273691288,0,1,0,0,0
2016,0.5,921,32.745510099,-89.538030825,0,0,1,1,1
2002,12.1,1359,32.745510099,-89.538030825,1,0,0,1,1
2011,0.7,618,21.304850435,-157.857749403,1,0,1,1,0
2002,0.7,4411,28.932040377,-81.928960539,1,0,1,0,0
2010,6.1,1072,39.008830667,-75.577741168,0,0,0,0,1
2011,6.6,653,31.312660644,-92.445680071,0,0,0,1,1
2012,15.9,404,40.060210141,-82.404260056,1,1,0,1,1
2004,0.6,766,32.840571122,-86.631860762,1,0,1,0,0
2010,4.8,684,40.485010283,-88.997710178,0,0,0,0,1
2015,0.6,692,34.86597028,-111.763811277,1,0,1,1,1
2006,1.2,845,40.793730152,-77.860700294,1,0,0,0,0
2003,6,961,44.353130053,-100.373530637,1,0,0,0,0
2005,33.2,864,35.472031356,-97.521070214,0,1,0,0,1
2014,3.8,820,32.745510099,-89.538030825,0,0,1,0,0
2009,21.8,705,43.655950113,-71.50036092,1,1,0,1,0
2000,16.9,767,32.745510099,-89.538030825,1,0,0,1,0
2009,21.6,808,38.635790776,-92.566300053,0,1,0,1,1
2002,97.9,7002,28.932040377,-81.928960539,1,1,0,0,1
2001,35.7,3860,40.793730152,-77.860700294,0,1,0,0,1
2011,23.8,2184,35.466220975,-79.159250463,1,1,0,1,0
2011,5.7,620,21.304850435,-157.857749403,1,1,0,1,0
2003,5.9,5058,21.304850435,-157.857749403,0,0,0,0,1
2000,2.2,2294,46.355648736,-94.794200503,0,0,1,0,1
2011,0.4,985,32.839681093,-83.627580346,1,0,1,0,0
2005,10.4,702,35.472031356,-97.521070214,0,0,1,1,0
2000,14.2,723,43.625381239,-72.517640791,0,0,0,0,1
2006,9,1886,40.130570048,-74.273691288,1,0,0,1,0
2009,4.8,1686,44.353130053,-100.373530637,1,0,0,1,1
2005,2,724,40.485010283,-88.997710178,1,0,0,0,1
2008,2.4,1783,39.766910452,-86.149960194,1,0,0,0,0
2016,3.4,1465,32.840571122,-86.631860762,0,0,0,1,1
2006,11.3,1100,42.469400913,-93.816490556,0,0,1,1,0
2006,32.3,766,32.745510099,-89.538030825,0,1,0,0,1
2007,21.6,498,33.998821303,-81.045371207,0,0,0,1,0
2014,1.5,1098,39.008830667,-75.577741168,1,0,0,0,1
2002,0.1,685,32.840571122,-86.631860762,1,0,1,0,0
2007,0.5,672,38.635790776,-92.566300053,1,0,1,0,0
2000,13.2,5005,35.68094058,-85.774490914,1,1,0,0,0
2000,13.5,768,38.843840757,-106.133610921,1,1,0,0,0
2008,0.5,1660,39.766910452,-86.149960194,1,0,1,0,1
2016,23.6,976,39.008830667,-75.577741168,0,1,0,0,0
2012,2.9,869,44.393191174,-89.816370742,0,0,0,0,1
2004,7.9,764,32.840571122,-86.631860762,0,0,1,0,0
1999,26,561,38.3477403,-98.200781227,1,1,0,1,1
2004,3.9,1196,39.008830667,-75.577741168,1,0,0,1,1
2007,10.1,498,33.998821303,-81.045371207,0,0,1,1,0
2000,20.4,670,34.748650124,-92.274490743,0,0,1,0,0
2000,22.1,738,32.840571122,-86.631860762,0,0,0,1,1
2002,0.8,801,42.469400913,-93.816490556,1,0,1,1,1
2000,41.5,701,42.469400913,-93.816490556,1,1,0,1,0
2001,12.8,1446,32.839681093,-83.627580346,0,0,1,1,0
2015,0.5,1078,21.304850435,-157.857749403,1,0,1,0,1
2008,31,1995,37.645970271,-84.774971048,0,1,0,0,1
2001,0,1373,32.839681093,-83.627580346,1,0,1,0,1
2001,2.9,2190,28.932040377,-81.928960539,1,1,0,0,1
2010,0.3,1203,34.748650124,-92.274490743,1,0,1,0,1
2000,5.2,738,32.840571122,-86.631860762,0,0,1,1,1
2014,1.3,712,32.745510099,-89.538030825,1,0,0,0,1
2001,4,901,44.661319543001,-84.71439027,1,0,0,1,1
2014,24.4,580,32.840571122,-86.631860762,0,1,0,1,1
2015,2,690,32.839681093,-83.627580346,1,0,0,0,0
2001,32.3,853,44.661319543001,-84.71439027,0,1,0,1,1
2015,1.3,1624,35.466220975,-79.159250463,0,0,1,0,0
2009,21.1,831,38.665510202,-80.712640135,1,1,0,1,1
2005,16.5,895,32.839681093,-83.627580346,0,0,0,0,0
2008,17.9,915,39.008830667,-75.577741168,0,0,0,0,0
2013,4.6,874,40.130570048,-74.273691288,0,0,1,1,0
2013,0.2,709,31.312660644,-92.445680071,1,0,1,0,0
2000,21.9,595,37.645970271,-84.774971048,0,0,0,1,1
2003,57.1,738,34.86597028,-111.763811277,0,1,0,1,0
2009,10.9,984,37.542680674,-78.457890463,1,1,0,1,1
2001,1.8,4009,40.793730152,-77.860700294,1,0,0,0,1
2013,11.4,835,32.745510099,-89.538030825,0,0,0,0,0
2005,40.7,680,21.304850435,-157.857749403,0,1,0,1,0
2004,3.2,731,43.655950113,-71.50036092,1,1,0,0,0
2001,9.4,911,43.682630005,-114.363730042,0,0,0,0,1
2014,1.6,752,32.840571122,-86.631860762,0,0,1,0,1
2005,27.7,1510,35.466220975,-79.159250463,0,1,0,1,1
2003,19.9,1148,44.353130053,-100.373530637,0,1,0,0,1
2003,26,857,44.393191174,-89.816370742,0,1,0,0,1
2002,15.1,685,32.840571122,-86.631860762,1,0,0,1,1
2002,5.1,723,37.645970271,-84.774971048,0,0,1,1,1
2010,6.4,966,39.008830667,-75.577741168,0,0,1,0,0
2005,54,1524,35.466220975,-79.159250463,0,1,0,0,0
2006,18.8,611,33.998821303,-81.045371207,1,0,0,1,0
2000,12.2,2226,39.008830667,-75.577741168,1,1,0,1,1
2012,26.9,921,40.130570048,-74.273691288,0,1,0,0,0
2010,5.8,668,40.485010283,-88.997710178,1,1,0,0,1
2009,1.9,795,32.745510099,-89.538030825,1,0,0,0,1
2013,14.4,1026,32.745510099,-89.538030825,1,1,0,1,1
2010,0.3,693,32.840571122,-86.631860762,1,0,1,0,0
2004,18.6,698,43.655950113,-71.50036092,1,1,0,1,0
2009,5.8,536,31.312660644,-92.445680071,0,0,1,0,0
2014,0.5,1032,39.008830667,-75.577741168,1,0,1,0,0
2001,18.1,1382,32.839681093,-83.627580346,1,1,0,1,1
2003,12.8,2054,44.661319543001,-84.71439027,1,1,0,1,1
2007,53.4,990,34.748650124,-92.274490743,0,1,0,0,0
2011,16.2,915,47.475319779,-100.118421049,1,1,0,0,0
2001,5.4,779,43.655950113,-71.50036092,0,0,0,1,1
2009,4.7,669,21.304850435,-157.857749403,1,0,0,1,0
1999,6.2,4112,40.130570048,-74.273691288,1,1,0,0,1
2000,3.9,1861,39.008830667,-75.577741168,1,1,0,0,0
2007,12.2,1406,35.472031356,-97.521070214,1,1,0,0,0
2007,12.4,997,34.748650124,-92.274490743,1,1,0,0,0
2009,4.9,1160,34.86597028,-111.763811277,1,1,0,1,1
2013,0.2,864,38.635790776,-92.566300053,1,0,1,0,1
2000,6.3,1096,31.827240407,-99.426770206,1,1,0,0,0
2009,2.8,645,33.998821303,-81.045371207,1,0,0,0,1
2007,23,962,34.748650124,-92.274490743,0,0,0,1,0
2010,12.9,2104,37.645970271,-84.774971048,1,0,0,1,1
2010,24.8,1090,34.748650124,-92.274490743,1,0,0,1,0
2009,1.9,1042,35.472031356,-97.521070214,1,0,0,0,1
1999,15.8,1004,35.472031356,-97.521070214,0,0,0,0,1
2007,3.6,1117,34.86597028,-111.763811277,1,0,0,1,1
2004,9.6,1706,39.766910452,-86.149960194,0,0,1,0,0
2015,0.3,1144,40.485010283,-88.997710178,1,0,0,0,1
2000,6,637,38.890371385,-77.031961127,0,0,1,1,0
2000,1.6,658,38.890371385,-77.031961127,1,0,0,0,0
2012,9.3,696,32.840571122,-86.631860762,1,0,0,1,1
2009,12.1,1145,41.56266102,-72.649840952,0,1,0,1,1
2015,0.5,1187,41.56266102,-72.649840952,1,1,0,0,1
2002,13.8,5043,40.793730152,-77.860700294,1,0,0,1,0
2002,14.4,806,42.469400913,-93.816490556,0,0,1,1,0
2000,35.5,743,39.766910452,-86.149960194,0,1,0,1,1
2000,2.2,755,44.353130053,-100.373530637,1,0,1,0,0
2005,22.8,667,40.485010283,-88.997710178,0,0,0,1,0
2004,7.4,873,42.469400913,-93.816490556,0,0,0,0,1
2013,30.3,1187,41.641040988001,-99.365720623,0,1,0,0,0
2005,7.4,895,32.839681093,-83.627580346,0,0,1,0,0
2004,0.3,705,43.625381239,-72.517640791,1,0,1,0,0
2014,1.3,611,40.060210141,-82.404260056,1,0,1,1,1
2007,1.5,813,43.655950113,-71.50036092,1,0,0,0,0
2003,4.4,1899,44.661319543001,-84.71439027,1,0,0,0,1
2016,12.1,915,32.745510099,-89.538030825,1,1,0,1,1
1999,2,2935,35.466220975,-79.159250463,0,0,1,0,1
2005,16.3,653,38.665510202,-80.712640135,0,0,1,0,0
2002,0.5,818,13.444304,144.793731,1,0,1,0,1
2001,3.8,732,43.655950113,-71.50036092,1,1,0,0,1
2005,2.1,715,39.360700171,-111.587130635,1,0,0,1,1
2005,4.4,1574,35.466220975,-79.159250463,0,0,0,0,1
2006,30.7,569,32.745510099,-89.538030825,1,1,0,1,0
2002,62.7,622,44.393191174,-89.816370742,0,1,0,1,0
2001,0.6,1451,32.839681093,-83.627580346,1,0,1,0,0
2000,57.8,14845,39.290580964,-76.609260111,0,1,0,1,0
2015,13.5,680,32.745510099,-89.538030825,1,1,0,1,1
2015,21.9,618,31.312660644,-92.445680071,0,1,0,0,1
2005,8.6,772,21.304850435,-157.857749403,1,1,0,1,1
2010,0.7,948,44.393191174,-89.816370742,0,0,1,1,1
2015,0.4,727,33.998821303,-81.045371207,1,0,1,0,0
2006,13.7,783,32.840571122,-86.631860762,0,0,1,1,0
2000,11.2,836,21.304850435,-157.857749403,0,0,1,0,0
2011,0.7,889,38.635790776,-92.566300053,0,0,1,0,1
2014,7.3,1309,40.793730152,-77.860700294,0,1,0,0,1
2002,5.4,13191,39.290580964,-76.609260111,1,1,0,0,1
2008,18.4,922,44.393191174,-89.816370742,0,0,0,0,0
2016,5,1262,35.472031356,-97.521070214,0,0,0,0,1
2003,9.2,697,38.635790776,-92.566300053,0,0,0,1,1
2003,9,5167,21.304850435,-157.857749403,1,1,0,1,1
2014,35,950,39.008830667,-75.577741168,0,1,0,1,0
1999,4.1,1004,35.472031356,-97.521070214,0,0,1,0,1
1999,66.4,3243,35.466220975,-79.159250463,0,1,0,0,0
2010,9.6,2074,37.645970271,-84.774971048,0,0,0,1,1
2009,8.4,868,35.472031356,-97.521070214,0,0,1,1,0
2001,56.8,689,43.655950113,-71.50036092,0,1,0,0,0
2001,1.7,922,43.682630005,-114.363730042,1,0,0,0,1
2000,32.6,4621,35.68094058,-85.774490914,0,0,0,1,0
2007,22.7,804,47.475319779,-100.118421049,0,0,0,1,0
2013,33.2,846,32.839681093,-83.627580346,0,1,0,0,0
2005,28.4,923,32.839681093,-83.627580346,0,1,0,0,1
2015,6.7,816,32.745510099,-89.538030825,1,1,0,0,0
2011,41.5,795,38.665510202,-80.712640135,1,1,0,1,0
2011,29.6,1361,35.472031356,-97.521070214,0,1,0,1,1
2015,10.9,1163,41.56266102,-72.649840952,1,1,0,1,0
2013,11.4,1220,41.641040988001,-99.365720623,1,0,0,1,0
2013,1.7,1036,32.839681093,-83.627580346,1,0,1,1,1
2012,13.9,1214,41.641040988001,-99.365720623,0,0,0,1,0
2015,0.9,1286,40.793730152,-77.860700294,0,0,0,1,1
2002,15,2453,35.466220975,-79.159250463,0,0,1,1,0
2014,0.3,596,40.060210141,-82.404260056,1,0,1,0,1
1999,6.3,2836,35.466220975,-79.159250463,1,0,0,1,1
2000,44.4,2267,39.008830667,-75.577741168,0,1,0,0,1
2000,11,751,38.843840757,-106.133610921,0,0,1,0,0
2000,5.3,618,45.254228894001,-68.985031336,1,0,0,1,1
2007,7.7,715,39.360700171,-111.587130635,0,1,0,0,1
2000,31.2,2257,46.355648736,-94.794200503,0,1,0,0,1
1999,23.9,3092,40.130570048,-74.273691288,1,1,0,1,0
2015,40.5,825,38.665510202,-80.712640135,0,1,0,0,0
2013,15.1,599,31.312660644,-92.445680071,1,0,0,1,0
2007,0.5,682,39.360700171,-111.587130635,0,0,1,1,1
1999,3,202,34.748650124,-92.274490743,1,0,1,1,1
2003,24.4,650,38.635790776,-92.566300053,0,0,0,1,0
2011,1.3,1997,34.86597028,-111.763811277,0,0,1,1,1
2000,28.2,1005,42.827001032,-75.543970427,0,1,0,0,1
2000,1.2,1003,42.827001032,-75.543970427,1,1,0,0,1
2009,31.1,748,38.635790776,-92.566300053,1,1,0,1,0
2006,5.9,608,40.485010283,-88.997710178,0,0,0,0,1
1999,0.1,728,38.635790776,-92.566300053,1,0,1,0,1
2006,34.4,674,32.745510099,-89.538030825,0,1,0,1,1
2010,2.9,2074,37.645970271,-84.774971048,0,0,1,1,1
1999,6.6,980,35.472031356,-97.521070214,0,0,1,1,1
2004,23.8,1012,37.645970271,-84.774971048,1,0,0,1,0
2011,0.5,916,47.475319779,-100.118421049,1,0,1,0,0
2000,64.3,728,44.353130053,-100.373530637,0,1,0,1,0
2006,1.6,1987,40.130570048,-74.273691288,1,0,0,0,1
2013,14.7,805,33.998821303,-81.045371207,0,0,0,0,0
2006,0.5,1885,40.130570048,-74.273691288,1,0,1,1,1
2008,51.8,575,31.312660644,-92.445680071,0,1,0,1,0
2002,62.5,2501,35.466220975,-79.159250463,0,1,0,0,0
2005,1.1,1269,41.708280193,-71.522470314,1,0,0,0,1
2002,34.9,1323,39.008830667,-75.577741168,0,1,0,0,1
2006,4,737,40.793730152,-77.860700294,0,0,0,1,1
2013,2.7,861,38.635790776,-92.566300053,1,1,0,0,1
2007,0.8,1406,35.472031356,-97.521070214,1,0,1,0,0
2009,18.5,501,31.312660644,-92.445680071,1,0,0,1,0
2012,9.6,824,44.393191174,-89.816370742,0,1,0,1,1
2010,0.6,1066,39.008830667,-75.577741168,1,0,0,0,1
2016,1.4,1484,32.840571122,-86.631860762,1,0,0,0,1
2009,1.8,1125,34.86597028,-111.763811277,1,0,0,0,1
2009,4.1,1815,35.466220975,-79.159250463,1,0,0,1,1
2000,6.2,755,44.353130053,-100.373530637,1,0,0,0,0
2007,2.1,820,34.86597028,-111.763811277,1,0,1,1,0
2000,21.4,612,40.060210141,-82.404260056,0,0,1,0,0
2008,6.5,582,31.312660644,-92.445680071,1,0,1,1,0
2013,12.8,829,33.998821303,-81.045371207,1,1,0,0,0
2000,36.5,629,45.254228894001,-68.985031336,0,1,0,1,1
2009,17.2,905,32.839681093,-83.627580346,0,0,0,1,0
2003,0.3,5193,21.304850435,-157.857749403,1,0,1,0,1
2014,13.9,783,32.745510099,-89.538030825,1,0,0,1,0
2000,2.3,1028,41.56266102,-72.649840952,0,0,1,0,1
2011,6.9,1000,35.472031356,-97.521070214,0,0,1,0,0
2003,2.3,1437,39.360700171,-111.587130635,1,0,0,0,1
2010,0.1,920,44.393191174,-89.816370742,1,0,1,0,1
2008,3.5,768,31.312660644,-92.445680071,1,0,1,1,1
2006,6.3,602,40.485010283,-88.997710178,1,0,0,1,1
2016,2.4,1256,32.840571122,-86.631860762,0,0,1,0,0
2006,5,1135,41.641040988001,-99.365720623,0,0,0,0,1
2015,0,1082,40.130570048,-74.273691288,0,0,1,0,1
2015,2.4,686,32.839681093,-83.627580346,0,0,1,0,0
2013,1.2,754,21.304850435,-157.857749403,1,0,0,0,0
2001,6.3,738,41.708280193,-71.522470314,1,0,0,1,0
2004,7.3,865,42.469400913,-93.816490556,0,0,1,0,0
2011,2.7,1047,41.56266102,-72.649840952,1,0,1,1,0
2010,9,2081,37.645970271,-84.774971048,1,1,0,0,1
2011,2.6,1071,32.839681093,-83.627580346,1,0,1,1,1
2012,3.5,696,32.840571122,-86.631860762,1,0,1,1,1
2010,8.4,926,32.745510099,-89.538030825,1,1,0,0,0
2004,1.2,730,43.655950113,-71.50036092,1,0,0,0,0
2000,0.2,671,44.393191174,-89.816370742,1,0,1,0,0
2002,23,1653,42.827001032,-75.543970427,1,1,0,1,0
2001,36.8,4037,40.793730152,-77.860700294,0,1,0,1,1
2009,1.4,725,21.304850435,-157.857749403,1,0,0,1,1
